,time_sec,time_hms,bus_lat,bus_lon,train_lat,train_lon,bus_trip_id_at_time,train_trip_id_at_time
184,39240,10:54:00,49.9828015,20.066482,50.008807833333336,20.035528144444445,28446351_7953,2024_2025_1285129
185,39270,10:54:30,49.98348025,20.06563,50.00665005555555,20.035753051851852,28446351_7953,2024_2025_1285129
186,39300,10:55:00,49.984159,20.064778,50.00449227777778,20.03597795925926,28446351_7953,2024_2025_1285129
187,39330,10:55:30,49.98436066666667,20.063397666666667,50.002334499999996,20.036202866666667,28446351_7953,2024_2025_1285129
188,39360,10:56:00,49.98456233333333,20.062017333333333,50.00017672222222,20.036427774074074,28446351_7953,2024_2025_1285129
189,39390,10:56:30,49.984764,20.060637,49.99811631428571,20.0370663,28446351_7953,2024_2025_1285129
190,39420,10:57:00,49.98496566666667,20.059256666666666,49.99644538571428,20.0393593,28446351_7953,2024_2025_1285129
191,39450,10:57:30,49.98516733333333,20.057876333333333,49.99477445714285,20.041652300000003,28446351_7953,2024_2025_1285129
192,39480,10:58:00,49.985369,20.056496,49.993103528571424,20.0439453,28446351_7953,2024_2025_1285129
193,39510,10:58:30,49.985369,20.056496,49.991432599999996,20.0462383,28446351_7953,2024_2025_1285129
194,39540,10:59:00,49.985369,20.056496,49.989761671428575,20.0485313,28446351_7953,2024_2025_1285129
195,39570,10:59:30,49.985369,20.056496,49.98852541666667,20.05064725,28446351_7953,2024_2025_1285129
196,39600,11:00:00,49.985369,20.056496,49.987578944444444,20.052645166666668,28446351_7953,2024_2025_1285129
197,39630,11:00:30,49.985369,20.056496,49.986632472222226,20.054643083333332,28446351_7953,2024_2025_1285129
198,39660,11:01:00,49.985369,20.056496,49.985686,20.056641,28446351_7953,2024_2025_1285129
199,39690,11:01:30,49.985369,20.056496,49.985686,20.056641,28446351_7953,2024_2025_1285129
200,39720,11:02:00,49.985369,20.056496,49.985686,20.056641,28446351_7953,2024_2025_1285129
201,39750,11:02:30,49.985369,20.056496,49.985686,20.056641,28446351_7953,2024_2025_1285129
202,39780,11:03:00,49.985369,20.056496,49.985686,20.056641,28446351_7953,2024_2025_1285129
203,39810,11:03:30,49.985369,20.056496,49.985686,20.056641,28446351_7953,2024_2025_1285129
204,39840,11:04:00,49.985369,20.056496,49.985686,20.056641,28446351_7953,2024_2025_1285129
205,39870,11:04:30,49.985369,20.056496,49.985686,20.056641,28446351_7953,2024_2025_1285129
206,39900,11:05:00,49.985369,20.056496,49.985686,20.056641,28446351_7953,2024_2025_1285129
207,39930,11:05:30,49.985369,20.056496,49.985686,20.056641,28446351_7953,2024_2025_1285129
208,39960,11:06:00,49.985369,20.056496,49.985686,20.056641,28446351_7953,2024_2025_1285129
209,39990,11:06:30,49.985369,20.056496,49.985686,20.056641,28446351_7953,2024_2025_1285129
210,40020,11:07:00,49.985369,20.056496,49.985686,20.056641,28446351_7953,2024_2025_1285129
211,40050,11:07:30,49.985369,20.056496,49.985686,20.056641,28446351_7953,2024_2025_1285129
212,40080,11:08:00,49.985369,20.056496,49.985686,20.056641,28446351_7953,2024_2025_1285129
213,40110,11:08:30,49.985369,20.056496,49.985686,20.056641,28446351_7953,2024_2025_1285129
